,word,lema,animacy,gender,finale,n_syll,preposition,context
473,Доме,дом,inan,masc,м,1,в,"Ну мы , когда ходим , вот у нас в Доме культуры в Соине , дык тут ( тута ) и чучело палили , но мы в деревне ничего не делали"
474,кладбище,кладбище,inan,neut,щ',2,на,"А на кладбище берем , обязательно на Радонку тоже печем"
475,доме,дом,inan,masc,м,1,в,а другой в белом доме в Хиславичах главный агроном
476,пороге,порог,inan,masc,г,2,на,"Ну через дверь , и на каждом вот пороге , три раза гроб этот ( этый ) его так клонят"
477,пороге,порог,inan,masc,г,2,на,"Опустят , подымут , и опять опустят и подымут , на каждом пороге так"
478,входе,вход,inan,masc,д,1,при,"Ну , на , при входе , знаете кто , кто последний помер , тот ( тэй ) откупливает могилку"
479,кладбище,кладбище,inan,neut,щ',2,на,"Ну это , это , ёлки всё время это кидают ёлки , сколько везут на кладбище"
480,кладбище,кладбище,inan,neut,щ',2,на,И вот и теперь мы ходим на кладбище
481,кладбище,кладбище,inan,neut,щ',2,на,"Он ( ён ) в Малиннику , матка похоронена ( похоронета ) тут на этом кладбище"
482,обеде,обед,inan,masc,д,2,на,Я вот в Городчанке была на обеде
483,кладбище,кладбище,inan,neut,щ',2,на,"А будто бы так : кто затопился , того на кладбище не"
484,кладбище,кладбище,inan,neut,щ',2,на,"Кто задавился , на кладбище не везли"
485,поле,поле,inan,neut,л',1,в,"Ну , выгоняли , бывало , говорили , да , что на Егория надо первый день выгонять коров в поле"
486,доме,дом,inan,masc,м,1,в,"соберутся , где ( иде ) , может , у кого в доме или на улице , две завивали берёзки , закручивали"
487,озере,озеро,inan,neut,р,2,на,"И явор с озера , у нас вот всегда на озере явор"
488,доме,дом,inan,masc,м,1,в,"раньше только мыши [ были ] , [ перво ] сами знаете : в каждом доме , в каждом всюду крысы и крысы одолели"
489,куте,кут,inan,masc,т,1,на,"Скоту , ну , вот такие веточки торкали , на куте в"
490,доме,дом,inan,masc,м,1,в,"Всегда приносили в дом , и он ( ён ) , батюшка , объяснял : если кому - то в доме мешает"
491,чердаке,чердак,inan,masc,к,2,на,"можно где ( иде ) на чердаке , можно где - то ( иде - то ) на полочке положить"
492,поле,поле,inan,neut,л',1,в,"Скотину надо , когда ( къда ) в поле в первый раз выз = выгоняешь , тогда стебать"
493,кладбище,кладбище,inan,neut,щ',2,на,"На кладбище ж ходим , к родителькам . Всегда кутью варим , всегда"
494,кладбище,кладбище,inan,neut,щ',2,на,Только на Радунку кутью носим на кладбище
495,яичке,яичко,inan,neut,к,2,на,"Это покупали . Вот , видите , на яичке - Христос воскрес"
496,городе,город,inan,masc,д,2,в,"Это в городе скупают . У нас ну , ну вот , когда ( къда ) ком = могилку эту копают , дак мелочи свои родственники кинут туда ( туды ) в могилку"
497,чёсанке,чёсанок,inan,masc,к,3,на,"С овечек чесали , возили там , деревня Гута была . Чесали она ( ина ) вон на чёсанке . Потом привязывали"
498,крылечке,крылечко,inan,neut,к,2,на,Он у меня лежит на крылечке . Там равзе телефон
499,въезде,въезд,inan,masc,д,1,при,Видели ? При въезде в деревню
500,колхозе,колхоз,inan,masc,з,2,в,Она ( ина ) в этом колхозе проработала всю жизнь
501,Союзе,союз,inan,masc,з,2,при,"как ( як ) она ( ина ) сюда пришла , какие ( якие ) были у нас намолоты , достижения при Советском Союзе , и теперь ( теперя ) расскажет , как ( як ) колхоз выжил"
502,концлагере,концлагерь,inan,masc,р',3,в,"узник малолетний , в концлагере родился"
503,районе,район,inan,masc,н,2,в,В нашем районе
504,зеркале,зеркало,inan,neut,л,2,в,"Вот тут у Андрея в зеркале глянь , в машине"
505,зале,зал,inan,masc,л,1,в,"Если в пуню зале = , вот туточка"
506,сне,сон,inan,masc,н,1,во,"У меня только как ( як ) мама помёрла , бывало , только увижу маму , во сне"
507,сне,сон,inan,masc,н,1,во,увидела во сне
508,сне,сон,inan,masc,н,1,во,"Маму вижу во сне , мама говорит : Паша , Паша"
509,поле,поле,inan,neut,л',1,на,"На поле , да"
510,поле,поле,inan,neut,л',1,на,"Ну , он поймает , ну , ходят на поле , поймают , ну и всё"
511,огороде,огород,inan,masc,д,3,на,На огороде гряды надо сделать
512,гумне,гумно,inan,neut,н,1,в,"Ну , тогда ( тады ) , тогда ( тады ) били . В гумне , гумно было , садили , на это . ."
513,банке,банк,inan,masc,к,1,в,"Да , ну раньше же горлачи были . Не теперь ( теперя ) , что в банке , вот"
514,горлаче,горлач,anim,masc,ч,2,в,"Раньше , я ж говорю , что собирали горлач = , раньше же в горлаче молоко"
515,горлаке,горлак,anim,masc,к,2,в,"Заваришь , в этом , в горлаке , чтоб горлак был чистенький и пах этим"
516,диване,диван,inan,masc,н,2,на,"Вот мы с дедом . Фотографировали нас , наверное , на диване . Да"
517,марте,март,inan,masc,т,1,в,Мне уже семьдесят семь лет вот было в марте
518,городе,город,inan,masc,д,2,в,"А говорят , на что нам в городе такие"
519,заводе,завод,inan,masc,д,2,на,На заводе работала
520,дере,дёр,inan,masc,р,1,в,"кто едет с войны , а он там у нас в дере = , этот ( этый ) , пуня"
521,городе,город,inan,masc,д,2,в,"Ну , молодцом , в городе живут , машин . ."
522,дворе,двор,inan,masc,р,1,в,"Ну , сами в дворе зачинимся и сидим"
523,фате,фат,anim,masc,т,1,в,"Невеста в белой фа = , в фате , а этот ( этый )"
524,плече,плечо,inan,neut,ч,1,на,"И подженишник на плече несёт это богатство , [ нрзб ]"
525,царе,царь,anim,masc,р',1,при,"А это , говорит , при царе Горохе что - то было"
526,Горохе,горох,inan,masc,х,2,при,"А это , говорит , при царе Горохе что - то было"
527,коне,конь,anim,masc,н',1,на,И посредине три = на первом коне бубенчики эти ( этыя )
528,селе,село,inan,neut,л,1,в,"Сейчас он = , сейчас у нас в селе , вот в Хиславичах"
529,царе,царь,anim,masc,р',1,при,Потому песни при царе Горохе
530,Горохе,горох,inan,masc,х,2,при,Потому песни при царе Горохе
531,колхозе,колхоз,inan,masc,з,2,в,"Ну , и вам скажу , раньше работали всё в колхозе , всё руками делали , всё"
532,клубе,клуб,inan,masc,б,1,в,"Вот , за = на всю в клубе том"
533,клубе,клуб,inan,masc,б,1,в,"Не , в нашей молодости в клубе были , но если какие вот , э - э"
534,районе,район,inan,masc,н,2,в,"били , потом его поднимали опять и свозили на , на завод у нас в районе"
535,месте,место,inan,neut,т,1,в,"Тут забито всё дверцы ( двёрцы ) делали , в одном отсе = , в одном"
536,автобусе,автобус,inan,masc,с,3,на,"сейчас дети сядут , поедут на автобусе . Что ? Говорю"
537,колхозе,колхоз,inan,masc,з,2,в,"Да , есть колхоз . Мои дочки работают доярками в колхозе"
538,колхозе,колхоз,inan,masc,з,2,в,С моего поколения осталась одна в колхозе
539,городе,город,inan,masc,д,2,в,"А я в городе не хочу дня . Мне б заплатили каб , я пожила год какой ( якей )"
540,поле,поле,inan,neut,л',1,в,"Ну дак . Дак как ( як ) летом выпустят , в поле пойдут , а тогда ( тады ) раньше пригонят да и подоят . Вот она ( ина ) , то солнце , то дождичек"
541,огороде,огород,inan,masc,д,3,на,"Я кинула свой участок , я вот только на огороде вот трозу бульбы этой посеяла"
542,поле,поле,inan,neut,л',1,в,"Мне надо было матке пособлять всё делать , и в поле , и дома"
543,поле,поле,inan,neut,л',1,в,"выгоняют в поле , и всё"
544,загоне,загон,inan,masc,н,2,в,"В загоне , они ж никуда ( никуды ) не вылезут"
545,поле,поле,inan,neut,л',1,в,"В поле стоять , а то ти дождь , ти что , стой"
546,коне,конь,anim,masc,н',1,на,И мы тогда ( тады ) туда ( туды ) же на коне приезжаем
547,коне,конь,anim,masc,н',1,на,"на коне , бидоны ( битоны ) везем , вёдра , доим , а тогда ( тады ) уже ( ужо )"
548,поле,поле,inan,neut,л',1,в,"Ну , уже ( ужо ) увидишь в поле , что она ( ина ) уже ( ужо )"
549,пороге,порог,inan,masc,г,2,в,"Вот в пороге нельзя было останавливаться . Вот заходишь ты в дом , вот там у , около поро = кол пороге нельзя стоять"
550,проходе,проход,inan,masc,д,2,в,"Может , сказали , ребёнок в проходе застрянет , это вторая примета была , такое говорили"
551,колхозе,колхоз,inan,masc,з,2,в,"Костюкова , бухгалтером главным работает у нас она в колхозе такая"
552,поезде,поезд,inan,masc,д,2,на,"А вы на чём , на поезде приехали ? Или что , или что"
553,входе,вход,inan,masc,д,1,на,"Не , у неё если это , первая дверь , если на входе закрыто вот так , на закрутку"
554,огороде,огород,inan,masc,д,3,на,"Значит , нет её , куда - то вышла , может , на огороде"
555,доме,дом,inan,masc,м,1,в,"В этом доме , здесь сейчас Люда живёт . В сарае в её"
556,сарае,сарай,inan,masc,й,2,в,"В этом доме , здесь сейчас Люда живёт . В сарае в её"
557,месяце,месяц,inan,masc,ц,2,в,а я в мае в месяце пошла замуж .
558,огороде,огород,inan,masc,д,3,на,"Лук порвут на огороде , побросают они"
559,столе,стол,inan,masc,л,1,на,и перед собой на столе ставит зеркало
560,колхозе,колхоз,inan,masc,з,2,в,В колхозе были коровы тоже все мокрые
561,доме,дом,inan,masc,м,1,в,"стояли тут рабочие в этом , доме"
562,платке,платок,inan,masc,к,2,в,"И говорит : тётя Валя , а что это у вас на ферме , говорит , доярка в чёрном платке"
563,диспансере,диспансер,inan,masc,р,3,в,"И говорила : лежали в этом , в онкологическом деба ="
564,озере,озеро,inan,neut,р,2,в,"в озере , в этом"
565,колхозе,колхоз,inan,masc,з,2,в,"Ну я , после войны и работала в колхозе"
566,марте,март,inan,masc,т,1,в,"На Пасху . Уже на Пасху - то пятьдесят девятом , в марте"
567,тракторе,трактор,inan,masc,р,2,на,"Детей у нас , мальчик тот ( тэй ) больший - то , этот ( этый ) , на тракторе [ нрзб ]"
568,Жавинке,жавинк,anim,masc,к,2,в,"В Жавинке тут , в Соине был"
569,дворе,двор,inan,masc,р,1,во,"И был = и было свиней много во дворе . Коров доила , дети были , и это всё было"
570,апреле,апрель,inan,masc,л',2,в,"А пас = паствить , коли снег растанет , в апреле"
571,колхозе,колхоз,inan,masc,з,2,в,"И вот тогда ( тады ) , после тех ( тых ) пор , и [ не ] это , ничего в колхозе не делали в этот ( этый ) праздник"
572,июне,июнь,inan,masc,н',2,в,"В , в июне"
573,июне,июнь,inan,masc,н',2,в,В июне
574,числе,число,inan,neut,л,1,в,"А , этот ( этый ) , а Пасх = а Пасха же не была , этот ( этый ) , в числе"
575,марте,март,inan,masc,т,1,в,"Пелёнки понесла к ручью мыть , это в марте месяце , он например этот ( этый ) родился в марте"
576,месяце,месяц,inan,masc,ц,2,в,"Пелёнки понесла к ручью мыть , это в марте месяце , он например этот ( этый ) родился в марте"
577,марте,март,inan,masc,т,1,в,"Пелёнки понесла к ручью мыть , это в марте месяце , он например этот ( этый ) родился в марте"
578,клубе,клуб,inan,masc,б,1,в,"Ну и что я скажу , в клубе обычно тут ( тута ) гуляли"
579,гульне,гулён,inan,masc,н,2,на,"На танцах , ти на гульне на какой ( якей ) , а на работе"
580,тракторе,трактор,inan,masc,р,2,на,"всю жизнь проработал на тракторе , на дизеле"
581,дизеле,дизель,inan,masc,л',2,на,"всю жизнь проработал на тракторе , на дизеле"
582,тракторе,трактор,inan,masc,р,2,на,"Вот , и он работал всю жизнь на этом тракторе"
583,доме,дом,inan,masc,м,1,в,"Видишь , как ( як ) мы , а мы живём в этом доме"
584,возрасте,возраст,inan,masc,т,2,в,"А дюжа в моём возрасте , таком ( таким )"
585,кладбище,кладбище,inan,neut,щ',2,на,"как ( як ) тот ( тэй ) говорил , пасху спекут , на кладбище сходят"
586,кладбище,кладбище,inan,neut,щ',2,на,"Радуница вот , так на кладбище ходят у нас"
587,детстве,детство,inan,neut,в,1,в,"И оно сам , если в детстве я всё одно говорил ( ? ) , в детстве помирали , оставались здоровые люди"
588,детстве,детство,inan,neut,в,1,в,"И оно сам , если в детстве я всё одно говорил ( ? ) , в детстве помирали , оставались здоровые люди"
589,месте,место,inan,neut,т,1,на,Ну як ( как ) это так кидать . Шестьдесят годов на одном месте прожить
590,фронте,фронт,inan,masc,т,1,на,Отец на фронте погиб
591,пере,перо,inan,neut,р,1,в,в Смоленске это пере = пре = вы там будете говорить
592,детстве,детство,inan,neut,в,1,в,"В детстве болела , зубы дуже болели , ой"
593,деле,дело,inan,neut,л,1,в,"Ну не говорю ж правнук , ну а в самом деле он считается правнук мой"
594,разговоре,разговор,inan,masc,р,3,в,"Ну только ( тока ) это по всему так знают , ну а в разговоре бабушка , внучек"
595,колхозе,колхоз,inan,masc,з,2,в,"Да , в колхозе"
596,колхозе,колхоз,inan,masc,з,2,в,брала в колхозе . Подавала заявление
597,месяце,месяц,inan,masc,ц,2,в,"А , после зимы , в мае месяце"
598,магазине,магазин,inan,masc,н,3,в,"в магазине торговала тоже , это наша деревенская"
599,детстве,детство,inan,neut,в,1,в,"Ну , в больницу пойдёшь , когда заболеешь сильно там . В детстве ж болели тоже , сейчас болели"
600,детстве,детство,inan,neut,в,1,в,"Меня в детстве змея укусила , мама возила"
601,детстве,детство,inan,neut,в,1,в,"Ну . В детстве , ну , грипп этот ( этый ) все знаете сами . Ну и всё"
602,детстве,детство,inan,neut,в,1,в,"Корь эта , болели в детстве , ну там"
603,доме,дом,inan,masc,м,1,в,В доме у меня всё нормально
604,колодце,колодец,inan,masc,ц,3,на,"Даже на воде , на колодце заговаривала"
605,колодце,колодец,inan,masc,ц,3,в,"То говорит , вода бурлит , прямо как кипяток , в колодце"
606,детстве,детство,inan,neut,в,1,в,"Ну , у нас раньше . Как - то в детстве мы"
607,доме,дом,inan,masc,м,1,на,"Внуки . И скотина на доме , и всё"
608,покое,покой,inan,masc,й,2,в,Оставить это всё в покое
609,тое,той,inan,masc,й,1,в,"И в одном побольше отверстие . Вот мы в то ( тое ) отверстие , худенькие такие были , залезали"
610,округе,округ,inan,masc,г,2,в,Вот в нашей округе как - то
611,сапоге,сапог,inan,masc,г,2,в,"В сапоге была , и вот тут вот выше"
612,загоне,загон,inan,masc,н,2,в,"Не , у нас не было . У нас один год тоже , ну тогда ( тъда ) кто что говорил , сказали , что телята были , вот тут в загоне дык"
613,колхозе,колхоз,inan,masc,з,2,в,"в колхозе два ти три осталось , всё , больше их и нет"
614,Корзове,корзов,inan,masc,в,2,в,"уходят . У нас сейчас , вы не знаете , в Корзове"
615,сне,сон,inan,masc,н,1,во,"Я , говорит , вот лягу ( ляжу ) спать , мне , говорит , как будто кто ночью во сне это всё расскажет"
616,доме,дом,inan,masc,м,1,в,"И вот всё , как будто туман всё вот в доме"
617,пупке,пупок,inan,masc,к,2,в,"У его , говорит , грыжа в пупке"
618,колхозе,колхоз,inan,masc,з,2,в,"Свой не свой , чужой - всё равно же в деревне в одном выросли в колхозе , правда ? Под одной крышей , как говорится"
619,кладбище,кладбище,inan,neut,щ',2,на,"Ну , там для закона наливаем , эти ( этые ) , ну , для порядка на кладбище"
620,колхозе,колхоз,inan,masc,з,2,в,"Да , в колхозе . У меня пятеро детей - всё в колхозе работают , все пять"
621,колхозе,колхоз,inan,masc,з,2,в,"Да , в колхозе . У меня пятеро детей - всё в колхозе работают , все пять"
622,колхозе,колхоз,inan,masc,з,2,в,"Покойник работал , и четыре дочки работают в колхозе"
623,колхозе,колхоз,inan,masc,з,2,в,"Цветы , подарок , что мои дети остались в колхозе"
624,доме,дом,inan,masc,м,1,в,"Представляете , как - то вот живёшь в доме"
625,шоке,шок,inan,masc,к,1,в,"становишься в таком разом шоке , что думаешь"
626,поле,поле,inan,neut,л',1,на,"А теперь на углу она ( ина ) валяется , она никому не надо на поле"
627,дворе,двор,inan,masc,р,1,во,"Солнце где , а люди уже ( ужо ) во дворе спят"
628,колхозе,колхоз,inan,masc,з,2,в,Кто в колхозе прожил в деревне
629,огоредне,огоредень,inan,masc,н',4,в,"Хочешь , чтоб мои ногти остались в огоредне ( ? )"
630,магазине,магазин,inan,masc,н,3,в,"Моя краска что , стоит в магазине"
631,водопое,водопой,inan,masc,й,3,в,"Завалился навзничь в водопое , там , в воде , ну"
632,самолёте,самолёт,inan,masc,т,3,на,"Ну , на самолёте [ нрзб ] не поднялись"
633,сне,сон,inan,masc,н,1,во,"И вижу во сне - вот с которым я прожила , пятьдесят три года я с ним прожила"
634,крыльце,крыльцо,inan,neut,ц,1,на,"- говорю , я уже не могу убираться , детки , дак вы уже , говорю , на крыльце постойте , не пустила их сюда"
635,сарае,сарай,inan,masc,й,2,в,"А она ( ина ) у него , змея эта , в сарае была"
636,сарае,сарай,inan,masc,й,2,в,"Жила , наверное , в сарае . И как ( як ) эта змея"
637,феврале,февраль,inan,masc,л',2,в,Я как раз . Морозы - морозы были в феврале месяце
638,месяце,месяц,inan,masc,ц,2,в,Я как раз . Морозы - морозы были в феврале месяце
639,поселке,посёлок,inan,masc,к,3,в,"Один рядом , а другие в Хиславичах , в поселке"
640,поселе,посель,inan,masc,л',2,в,В поселе живет
641,доме,дом,inan,masc,м,1,в,В каждом доме
642,сарае,сарай,inan,masc,й,2,в,Ну конечно . А что будет стоять в сарае
643,базаре,базар,inan,masc,р,2,на,"Ну , на базаре , на базаре продавали коров , коней"
644,базаре,базар,inan,masc,р,2,на,"Ну , на базаре , на базаре продавали коров , коней"
645,магазине,магазин,inan,masc,н,3,в,"Можем , начали рыбу ловить в магазине п = . А от рыбы человек умнеет"
646,коне,конь,anim,masc,н',1,на,"Приезжали палить вчетвером на этом , на , верхом на коне"
647,севере,север,inan,masc,р,2,на,"На севере большие отпуска дают , она ( ина ) в школе работала"
648,доме,дом,inan,masc,м,1,в,"хоть у них и в доме туалет , дак мне ж надо его , до того"
649,заводе,завод,inan,masc,д,2,в,"Прямо на работе . В заводе он работал , на заводе"
650,заводе,завод,inan,masc,д,2,на,"Прямо на работе . В заводе он работал , на заводе"
651,коне,конь,anim,masc,н',1,на,Нельзя верхом на коне ездить
652,балконе,балкон,inan,masc,н,2,на,"А донести ( донесть ) ? Я говорю , донеси . Куды ? В Смоленск . Мы ржали коло неё . А где это будет ? Будете жить у меня на балконе в Смоленске"
